"88年09月 發行量加權股價指數歷史資料"
"日期","開盤指數","最高指數","最低指數","收盤指數",
" 88/09/01","8,225.61","8,360.84","8,225.61","8,273.33",
" 88/09/02","8,349.03","8,414.60","8,214.61","8,226.15",
" 88/09/03","8,208.70","8,217.24","8,073.97","8,073.97",
" 88/09/04","8,187.49","8,215.51","8,015.41","8,065.11",
" 88/09/06","8,072.77","8,135.37","8,006.25","8,130.28",
" 88/09/07","8,162.80","8,196.38","7,933.28","7,945.76",
" 88/09/08","7,946.67","8,033.31","7,891.66","7,973.30",
" 88/09/09","7,981.28","8,048.14","7,955.81","8,025.02",
" 88/09/10","8,085.36","8,175.36","8,085.36","8,161.46",
" 88/09/13","8,201.00","8,250.73","8,159.19","8,178.69",
" 88/09/14","8,195.61","8,200.53","8,054.87","8,092.02",
" 88/09/15","8,077.41","8,117.97","7,970.07","7,971.04",
" 88/09/16","7,911.88","8,003.40","7,897.56","7,968.90",
" 88/09/17","7,987.74","8,043.51","7,903.30","7,916.92",
" 88/09/18","7,995.30","8,069.70","7,985.12","8,016.93",
" 88/09/20","8,028.42","8,028.42","7,947.94","7,972.14",
" 88/09/27","7,789.84","7,789.84","7,755.86","7,759.93",
" 88/09/28","7,636.47","7,636.47","7,537.47","7,577.85",
" 88/09/29","7,515.48","7,615.45","7,415.58","7,615.45",
" 88/09/30","7,598.96","7,680.32","7,566.99","7,598.79",
