"88年06月 發行量加權股價指數歷史資料"
"日期","開盤指數","最高指數","最低指數","收盤指數",
" 88/06/01","7,324.42","7,397.62","7,313.12","7,397.62",
" 88/06/02","7,426.06","7,493.68","7,426.06","7,488.03",
" 88/06/03","7,552.36","7,604.51","7,552.36","7,572.91",
" 88/06/04","7,613.15","7,628.14","7,576.98","7,590.44",
" 88/06/05","7,649.47","7,684.85","7,618.80","7,639.30",
" 88/06/07","7,693.25","7,818.09","7,688.84","7,802.69",
" 88/06/08","7,900.93","7,940.38","7,858.61","7,892.13",
" 88/06/09","7,928.24","7,980.11","7,900.89","7,957.71",
" 88/06/10","7,993.61","8,058.18","7,985.48","7,996.76",
" 88/06/11","8,008.96","8,028.39","7,937.77","7,979.40",
" 88/06/14","8,023.71","8,039.64","7,926.53","7,973.58",
" 88/06/15","8,091.81","8,109.28","7,940.90","7,960.00",
" 88/06/16","7,994.33","8,059.02","7,924.41","8,059.02",
" 88/06/17","8,155.44","8,290.25","8,155.44","8,274.36",
" 88/06/21","8,361.05","8,483.95","8,308.43","8,413.48",
" 88/06/22","8,482.38","8,640.11","8,446.00","8,608.91",
" 88/06/23","8,607.54","8,661.39","8,492.32","8,492.32",
" 88/06/24","8,497.90","8,627.88","8,433.74","8,589.31",
" 88/06/25","8,469.12","8,497.60","8,251.65","8,265.96",
" 88/06/28","8,281.70","8,341.85","8,240.35","8,281.45",
" 88/06/29","8,377.68","8,514.27","8,377.68","8,514.27",
" 88/06/30","8,544.26","8,576.78","8,444.59","8,467.37",
