"88年01月 發行量加權股價指數歷史資料"
"日期","開盤指數","最高指數","最低指數","收盤指數",
" 88/01/05","6,310.41","6,310.41","6,111.64","6,152.43",
" 88/01/06","6,082.02","6,280.93","5,988.06","6,199.91",
" 88/01/07","6,280.38","6,409.55","6,181.62","6,404.31",
" 88/01/08","6,371.34","6,492.87","6,371.34","6,421.75",
" 88/01/11","6,472.02","6,492.90","6,392.49","6,406.99",
" 88/01/12","6,429.54","6,441.79","6,357.11","6,363.89",
" 88/01/13","6,293.59","6,365.60","6,292.55","6,319.34",
" 88/01/14","6,295.99","6,295.99","6,187.32","6,241.32",
" 88/01/15","6,190.95","6,454.60","6,176.09","6,454.60",
" 88/01/16","6,529.77","6,577.92","6,483.30","6,483.30",
" 88/01/18","6,436.17","6,477.44","6,377.25","6,377.25",
" 88/01/19","6,358.88","6,421.78","6,323.89","6,343.36",
" 88/01/20","6,355.15","6,360.75","6,292.00","6,310.71",
" 88/01/21","6,332.68","6,424.54","6,330.65","6,332.20",
" 88/01/22","6,303.86","6,328.31","6,221.24","6,228.95",
" 88/01/25","6,142.73","6,161.80","6,018.98","6,033.21",
" 88/01/26","6,083.57","6,115.64","5,987.42","6,115.64",
" 88/01/27","6,161.78","6,204.46","6,129.40","6,138.87",
" 88/01/28","6,110.82","6,145.77","6,059.54","6,063.41",
" 88/01/29","6,090.44","6,090.44","5,975.48","5,984.00",
" 88/01/30","5,949.45","6,076.41","5,949.45","5,998.32",
