# DIF5-8 > 0
00684R	元大美元指數反1	0
00693U	街口S&P黃豆	0
01002T	土銀國泰R1	0
020018	統一價值成長30N	0
1231	聯華食	0
1316	上曜	0
1410	南染	0
1447	力鵬	2
1455	集盛	0
1471	首利	0
1476	儒鴻	0
1515	力山	0
1598	岱宇	0
1701	中化	0
1809	中釉	3
2024	志聯	0
2028	威致	0
2029	盛餘	0
2030	彰源	0
2032	新鋼	0
2038	海光	0
2114	鑫永銓	0
2208	台船	0
2228	劍麟	0
2379	瑞昱	0
2431	聯昌	0
2436	偉詮電	2
2441	超豐	0
2444	兆勁	0
2461	光群雷	0
2462	良得電	0
2471	資通	0
2474	可成	2
2486	一詮	0
2493	揚博	0
2511	太子	0
2538	基泰	0
2543	皇昌	0
2548	華固	0
2642	宅配通	0
2712	遠雄來	0
3006	晶豪科	0
3022	威強電	0
3030	德律	0
3033	威健	0
3054	立萬利	0
3090	日電貿	0
3257	虹冠電	0
3338	泰碩	0
3356	奇偶	0
3532	台勝科	0
3545	敦泰	0
3593	力銘	0
3669	圓展	0
4104	佳醫	0
4306	炎洲	0
4557	永新-KY	0
4564	元翎	0
4581	光隆精密-KY	0
5471	松翰	0
6214	精誠	0
6282	康舒	0
6405	悅城	0
6552	易華電	0
8081	致新	0
8104	錸寶	0
8215	明基材	0
8473	山林水	0
8480	泰昇-KY	0
8482	商億-KY	0
911608	明輝-DR	0
9908	大台北	0
9945	潤泰新	0
9955	佳龍	0
# DIF12-26 > 0
00660	元大歐洲50	0
00709	富邦歐洲	0
00738U	元大道瓊白銀	0
01001T	土銀富邦R1	0
1234	黑松	0
1321	大洋	0
1402	遠東新	2
1440	南紡	1
1444	力麗	1
1453	大將	0
1454	台富	0
1459	聯發	2
1503	士電	0
1533	車王電	0
1558	伸興	0
1605	華新	1
2103	台橡	0
2316	楠梓電	0
2317	鴻海	0
2358	廷鑫	1
2373	震旦行	0
2457	飛宏	0
2459	敦吉	0
2481	強茂	0
2482	連宇	0
2501	國建	0
2536	宏普	0
2801	彰銀	0
2836	高雄銀	0
2890	永豐金	1
2891C	中信金丙特	0
3036	文曄	0
3048	益登	0
3138	耀登	0
3450	聯鈞	0
3454	晶睿	0
3501	維熹	0
3593	力銘	0
3704	合勤控	0
4426	利勤	0
4960	誠美材	0
6024	群益期	0
6205	詮欣	0
6214	精誠	0
6235	華孚	0
6415	矽力-KY	0
6541	泰福-KY	0
8103	瀚荃	0
8427	基勝-KY	0
9924	福興	0
9925	新保	0
