# DIF5-8 > 0
00652	富邦印度	0
00653L	富邦印度正2	0
00660	元大歐洲50	0
00709	富邦歐洲	0
00737	國泰AI+Robo	0
00757	統一FANG+	0
00830	國泰費城半導體	0
1103	嘉泥	0
1108	幸福	0
1109	信大	0
1210	大成	0
1339	昭輝	0
1413	宏洲	0
1432	大魯閣	0
1437	勤益控	0
1464	得力	0
1517	利奇	0
1568	倉佑	0
1583	程泰	0
1709	和益	0
1718	中纖	0
1730	花仙子	0
1731	美吾華	0
1776	展宇	0
2102	泰豐	0
2104	國際中橡	0
2302	麗正	0
2303	聯電	1
2328	廣宇	0
2359	所羅門	0
2365	昆盈	0
2374	佳能	0
2429	銘旺科	0
2457	飛宏	0
2464	盟立	0
2488	漢平	0
2506	太設	0
2538	基泰	0
2545	皇翔	0
2546	根基	0
2614	東森	0
2841	台開	0
2891B	中信金乙特	0
3004	豐達科	0
3019	亞光	0
3047	訊舟	0
3050	鈺德	0
3051	力特	0
3052	夆典	0
3058	立德	0
3062	建漢	0
3149	正達	0
3164	景岳	0
3321	同泰	0
3338	泰碩	0
3419	譁裕	0
3704	合勤控	0
4426	利勤	0
4566	時碩工業	0
4576	大銀微系統	0
4720	德淵	0
4915	致伸	0
4961	天鈺	1
5243	乙盛-KY	0
5484	慧友	0
6152	百一	0
6191	精成科	0
6251	定穎	0
6278	台表科	0
6456	GIS-KY	0
6558	興能高	0
6641	基士德-KY	0
8011	台通	0
8039	台虹	0
8105	凌巨	0
8367	建新國際	0
9911	櫻花	0
9914	美利達	0
9921	巨大	0
9935	慶豐富	0
# DIF12-26 > 0
00642U	元大S&P石油	0
1449	佳和	0
1451	年興	0
2540	愛山林	0
2912	統一超	0
3419	譁裕	0
3437	榮創	0
6120	達運	0
6558	興能高	0
8422	可寧衛	0
