# DIF5-8 > 0
0051	元大中型100	0
0054	元大台商50	0
006203	元大MSCI台灣	0
00657K	國泰日經225+U	0
00728	第一金工業30	0
00735	國泰臺韓科技	0
00783	富邦中証500	0
00850	元大臺灣ESG永續	0
00861	元大全球未來通訊	0
00876	元大未來關鍵科技	0
00881	國泰台灣5G+	0
020022	元大電動車N	0
1215	卜蜂	0
1229	聯華	0
1313	聯成	0
1314	中石化	0
1319	東陽	0
1340	勝悅-KY	0
1342	八貫	0
1402	遠東新	0
1417	嘉裕	0
1423	利華	0
1440	南紡	0
1444	力麗	0
1452	宏益	0
1454	台富	0
1459	聯發	0
1460	宏遠	0
1503	士電	0
1522	堤維西	0
1527	鑽全	0
1533	車王電	0
1611	中電	0
1734	杏輝	0
1795	美時	0
1904	正隆	0
2012	春雨	0
2104	國際中橡	0
2105	正新	0
2241	艾姆勒	0
2305	全友	0
2308	台達電	0
2323	中環	0
2340	光磊	0
2349	錸德	0
2360	致茂	0
2365	昆盈	0
2367	燿華	0
2375	凱美	0
2388	威盛	0
2401	凌陽	0
2402	毅嘉	0
2408	南亞科	0
2409	友達	0
2412	中華電	1
2415	錩新	0
2426	鼎元	0
2428	興勤	0
2440	太空梭	0
2451	創見	0
2458	義隆	0
2460	建通	0
2467	志聖	0
2482	連宇	0
2484	希華	0
2495	普安	0
2509	全坤建	0
2546	根基	0
2547	日勝生	0
2816	旺旺保	0
2834	臺企銀	1
2880	華南金	0
3019	亞光	0
3028	增你強	0
3037	欣興	0
3041	揚智	0
3044	健鼎	0
3059	華晶科	0
3060	銘異	0
3296	勝德	0
3321	同泰	0
3413	京鼎	0
3535	晶彩科	0
3543	州巧	0
3550	聯穎	0
3607	谷崧	0
3645	達邁	0
3682	亞太電	0
4532	瑞智	0
4536	拓凱	0
4545	銘鈺	0
4551	智伸科	0
4943	康控-KY	0
4952	凌通	0
4956	光鋐	0
4976	佳凌	0
5469	瀚宇博	0
6120	達運	0
6164	華興	0
6168	宏齊	0
6201	亞弘電	0
6202	盛群	1
6224	聚鼎	0
6226	光鼎	0
6230	超眾	0
6281	全國電	0
6412	群電	1
6415	矽力-KY	0
6558	興能高	0
6625	必應	0
6698	旭暉應材	0
8021	尖點	0
8028	昇陽半導體	0
8046	南電	1
8070	長華*	0
8110	華東	0
8271	宇瞻	0
8404	百和興業-KY	0
8480	泰昇-KY	0
9902	台火	0
9934	成霖	0
9941	裕融	0
# DIF12-26 > 0
00668K	國泰美國道瓊+U	0
00703	台新MSCI中國	0
00752	中信中國50	0
00762	元大全球AI	0
00852L	國泰美國道瓊正2	0
1220	台榮	0
1307	三芳	0
1337	再生-KY	0
1474	弘裕	0
1535	中宇	0
1615	大山	0
1708	東鹼	0
1714	和桐	0
2059	川湖	0
2102	泰豐	0
2231	為升	0
2236	百達-KY	0
2498	宏達電	0
2882	國泰金	0
3016	嘉晶	0
3380	明泰	0
4414	如興	0
4560	強信-KY	0
5434	崇越	0
5876	上海商銀	0
6115	鎰勝	0
6706	惠特	1
8101	華冠	0
