# DIF5-8 > 0
00736	國泰新興市場	0
00743	國泰中國A150	0
00783	富邦中証500	0
01001T	土銀富邦R1	0
1110	東泥	0
1233	天仁	0
1324	地球	0
1337	再生-KY	0
1438	三地開發	0
1441	大東	0
1463	強盛	0
1465	偉全	0
1474	弘裕	0
1533	車王電	0
1708	東鹼	0
1710	東聯	0
1735	日勝化	0
1786	科妍	0
1809	中釉	0
2007	燁興	0
2101	南港	0
2107	厚生	0
2243	宏旭-KY	0
2321	東訊	0
2327	國巨	3
2456	奇力新	0
2542	興富發	0
2706	第一店	0
2832	台產	0
2887	台新金	3
2903	遠百	0
3023	信邦	0
3130	一零四	0
3530	晶相光	0
4581	光隆精密-KY	0
4807	日成-KY	0
6115	鎰勝	0
6214	精誠	0
6531	愛普	0
6625	必應	0
9912	偉聯	0
9924	福興	0
# DIF12-26 > 0
00651R	FH香港反1	0
1104	環泥	0
1315	達新	0
1321	大洋	0
1342	八貫	0
1409	新纖	0
1474	弘裕	0
1526	日馳	0
1714	和桐	0
1905	華紙	0
1907	永豐餘	0
2101	南港	0
2107	厚生	0
2303	聯電	0
2321	東訊	0
2412	中華電	0
2461	光群雷	0
2472	立隆電	0
2915	潤泰全	0
3023	信邦	0
5471	松翰	0
5519	隆大	0
6431	光麗-KY	0
8442	威宏-KY	0
